  CURRENCY DATE = 02/18/24
                                     LATITUDE    LONGITUDE     OBSTACLE            AGL   AMSL LT ACC MAR FAA         ACTION
OAS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE                 HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------------
53-021592 O US WA VANCOUVER        45 38 32.00N 122 31 55.00W TOWER              1 00050 00298 N 1 A N 2011ANM01870OE A 2012178 
53-000020 O US WA VANCOUVER        45 38 33.00N 122 36 53.00W TOWER              3 00230 00415 R 5 D M                C 2014152 
53-021463 O US WA VANCOUVER        45 38 33.08N 122 36 20.73W TOWER              1 00089 00284 N 2 C N 2010ANM02019OE A 2011348 
53-065784 U US WA VANCOUVER        45 38 39.09N 122 33 35.48W POLE               1 00094 00302 N 1 A N 2013ANM02478OE A 2018026 
53-000301 O US WA BONNEVILLE       45 38 43.00N 121 57 23.00W T-L TWR            6 00198 00281 R 3 D M 0072_NW00113OE C 2014152 
53-000688 O US WA NORTH BONNEVILLE 45 38 43.00N 121 57 41.00W T-L TWR            1 00249 00329 N 3 D P 2008ANM02798OE C 2009089 
53-108154 U US WA VANCOUVER        45 38 44.67N 122 36 11.78W TOWER              1 00106 00323 N 4 D N 2019ANM02114OE A 2019143 
53-000215 O US WA VANCOUVER        45 38 45.00N 122 30 54.00W TOWER              1 00268 00513 R 4 D N 1995ANM00763OE C 2023228 
53-132569 O US WA VANCOUVER        45 38 46.00N 122 30 56.00W TOWER              1 00265 00510 R 4 D N 1984ANM00959OE A 2023227 
53-127336 U US WA VANCOUVER        45 38 48.96N 122 38 35.75W TOWER              1 00084 00253 N 4 D N 2022ANM02223OE A 2023220 
53-000387 O US WA THE DALLES       45 38 52.00N 121 12 08.00W T-L TWR            1 00195 00305 R 5 E U                C 2014152 
53-000354 O US WA VANCOUVER        45 38 52.00N 122 43 58.00W STACK              1 00252 00285 R 5 D N                C 2014152 
53-000357 O US WA THE DALLES       45 38 53.00N 121 11 53.00W T-L TWR            3 00198 00295 S 1 D U                C 2014152 
53-125637 U US WA VANCOUVER        45 39 00.20N 122 35 06.42W POLE               1 00038 00263 N 4 D N 2019ANM07144OE A 2022256 
53-001468 O US WA VANCOUVER        45 39 05.94N 122 36 05.31W TOWER              1 00182 00427 N 1 A N 2021ANM03348OE C 2021229 
53-023749 O US WA WISHRAM          45 39 06.04N 120 59 05.73W CATENARY           1 00304 00466 N 5 E S 2016ANM02831OE A 2017019 
53-098227 U US WA VANCOUVER        45 39 06.84N 122 38 07.55W TOWER              1 00140 00377 R 4 D N 2021ANM06087OE C 2021327 
53-000032 O US WA WISHRAM          45 39 09.00N 120 55 00.00W T-L TWR            1 00032 00335 N 5 E M 0077_NW00287OE C 2014152 
53-000309 O US WA WISHRAM          45 39 11.00N 120 59 05.00W CATENARY           1 00215 00388 N 5 E N                C 2014152 
53-000308 O US WA DALLESPORT       45 39 16.46N 120 59 03.44W T-L TWR            1 00222 00551 C 3 D N 2016ANM01244OE C 2017012 
53-065816 U US WA DALLESPORT       45 39 21.76N 120 58 53.24W T-L TWR            1 00190 00575 N 4 D N 2013ANM03008OE A 2018027 
53-000312 O US WA WISHRAM          45 39 23.00N 120 55 01.00W CATENARY           1 00200 00365 N 5 E N                C 2014152 
53-129109 U US WA VANCOUVER        45 39 27.00N 122 41 34.00W VERTICAL STRUCTURE 1 00037 00080 N 4 D N 2021ANM03890OE A 2023025 
53-129108 U US WA VANCOUVER        45 39 27.00N 122 41 35.00W VERTICAL STRUCTURE 1 00079 00124 N 4 D N 2021ANM03889OE A 2023025 
53-132026 U US WA VANCOUVER        45 39 27.69N 122 38 07.20W TOWER              1 00105 00373 N 4 D N 2023ANM01993OE A 2024022 
53-021759 O US WA ORCHARDS         45 39 30.23N 122 30 48.51W T-L TWR            1 00115 00324 N 5 D N 2012ANM01298OE A 2013129 
53-000257 O US WA WISHRAM          45 39 31.00N 120 55 02.00W T-L TWR            3 00032 00685 U 5 E U 0077_NW00287OE C 2014152 
53-127053 O US WA VANCOUVER        45 39 36.36N 122 36 31.43W TOWER              1 00100 00408 N 1 A N 2019ANM07862OE A 2023052 
